task_id,employee_id,department_x,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating,name,department_y,role,join_date,years_experience,manager_id,location
TASK00568,EMP0020,Finance,Documentation,Critical,2025-11-15,2025-11-25,2025-11-25,True,True,21,10.7,69.1,2.0,Sydney Cole,Finance,Finance Manager,2021-08-01,5.1,EMP0016,Hyderabad
TASK00569,EMP0106,Engineering,Code Review,High,2025-07-27,2025-07-28,2025-07-30,True,False,37,46.9,58.8,1.0,Jennifer Young,Engineering,Senior Dev,2024-12-07,6.5,EMP0019,Mumbai
TASK00570,EMP0149,HR,Documentation,Low,2026-03-04,2026-03-10,2026-03-12,True,False,25,45.9,90.0,2.0,Amber Nelson,HR,HR Coordinator,2022-12-28,7.6,EMP0012,Delhi
TASK00571,EMP0044,Support,Feature Dev,Low,2026-01-02,2026-01-07,2026-01-11,True,False,38,71.3,80.7,3.0,Debbie Gordon,Support,Support Lead,2025-03-03,3.6,EMP0005,Remote
TASK00572,EMP0138,Support,Bug Fix,High,2025-05-04,2025-05-07,2025-05-06,True,True,40,58.5,68.6,5.0,Joshua Martinez,Support,Support Lead,2022-02-25,6.3,EMP0007,Bangalore
TASK00573,EMP0164,HR,Client Call,Medium,2025-09-13,2025-09-26,2025-09-29,True,False,24,43.7,71.0,4.0,Jennifer Powers,HR,Recruiter,2024-04-02,14.2,EMP0016,Bangalore
TASK00574,EMP0174,HR,Client Call,Critical,2026-03-18,2026-03-20,2026-03-21,True,False,40,75.7,71.2,1.0,Richard Henry,HR,Recruiter,2023-03-29,1.7,EMP0008,Mumbai
TASK00575,EMP0112,HR,Documentation,Medium,2026-01-18,2026-01-19,2026-01-19,True,True,22,27.6,67.3,2.0,Dominique Perez,HR,HR Manager,2023-01-31,9.4,EMP0017,Hyderabad
TASK00576,EMP0019,Engineering,Training,Low,2026-03-14,2026-03-26,,False,False,30,0.0,0.0,,Christopher Lester,Engineering,Senior Dev,2024-07-20,6.3,EMP0003,Mumbai
TASK00577,EMP0043,Engineering,Feature Dev,Low,2026-03-22,2026-03-29,2026-04-02,True,False,11,7.7,81.3,4.0,Melinda Zuniga,Engineering,Senior Dev,2023-04-19,1.5,EMP0008,Delhi
TASK00578,EMP0023,Finance,Client Call,Medium,2026-04-11,2026-04-12,2026-04-14,True,False,7,7.7,100.0,2.0,Matthew Fisher,Finance,Accountant,2026-01-31,5.7,EMP0005,Remote
TASK00579,EMP0106,Engineering,Documentation,High,2026-03-19,2026-03-27,2026-04-01,True,False,27,39.9,76.9,5.0,Jennifer Young,Engineering,Senior Dev,2024-12-07,6.5,EMP0019,Mumbai
TASK00580,EMP0085,Engineering,Client Call,Medium,2025-06-24,2025-07-06,2025-07-07,True,False,6,5.4,84.0,3.0,Natalie Rice,Engineering,Senior Dev,2025-09-12,3.7,EMP0015,Delhi
TASK00581,EMP0074,HR,Documentation,Medium,2025-11-03,2025-11-13,2025-11-17,True,False,29,30.4,70.8,3.0,Sheena Chandler,HR,HR Coordinator,2024-05-03,1.8,EMP0014,Delhi
TASK00582,EMP0076,Sales,Report,Medium,2026-02-05,2026-02-16,2026-02-18,True,False,12,23.8,94.1,5.0,Brianna Black,Sales,Sales Lead,2024-03-04,6.9,EMP0014,Remote
TASK00583,EMP0049,Sales,Documentation,Low,2026-02-26,2026-02-27,,False,False,16,0.0,0.0,,Todd Adams,Sales,Sales Rep,2022-10-12,8.3,EMP0005,Hyderabad
TASK00584,EMP0083,Support,Documentation,Medium,2025-05-10,2025-05-13,2025-05-12,True,True,9,14.5,69.9,5.0,Dillon Bernard,Support,Support Lead,2024-10-08,11.8,EMP0014,Mumbai
TASK00585,EMP0114,HR,Feature Dev,Critical,2025-10-16,2025-10-30,2025-11-01,True,False,2,2.0,85.6,3.0,Kelli Berry,HR,HR Coordinator,2023-03-04,12.7,EMP0009,Remote
TASK00586,EMP0092,Finance,Meeting,Medium,2025-10-13,2025-10-14,2025-10-15,True,False,15,19.8,88.3,5.0,Bryce Valentine,Finance,Analyst,2021-09-30,6.1,EMP0019,Mumbai
TASK00587,EMP0030,Finance,Client Call,Medium,2025-05-19,2025-05-31,,False,False,3,0.0,0.0,,Joshua Duncan,Finance,Analyst,2025-02-02,7.9,EMP0004,Delhi
TASK00588,EMP0056,Sales,Documentation,Medium,2025-08-14,2025-08-25,2025-08-27,True,False,12,7.1,80.2,5.0,Brian Howard,Sales,Sales Rep,2024-02-07,4.8,EMP0002,Remote
TASK00589,EMP0062,Finance,Meeting,Low,2025-05-31,2025-06-08,2025-06-06,True,True,6,6.5,84.2,3.0,Gloria Rodriguez,Finance,Analyst,2024-03-03,6.6,EMP0019,Remote
TASK00590,EMP0030,Finance,Training,High,2026-03-13,2026-03-14,2026-03-18,True,False,16,31.5,73.9,1.0,Joshua Duncan,Finance,Analyst,2025-02-02,7.9,EMP0004,Delhi
TASK00591,EMP0111,Sales,Report,Critical,2025-11-11,2025-11-19,2025-11-18,True,True,13,10.4,84.1,5.0,Alex Carter,Sales,Account Manager,2026-04-03,10.2,EMP0018,Remote
TASK00592,EMP0015,HR,Code Review,Critical,2026-02-22,2026-02-23,2026-02-25,True,False,23,28.4,68.1,1.0,Whitney Vaughn,HR,HR Manager,2025-01-09,3.5,EMP0009,Bangalore
TASK00593,EMP0067,Sales,Training,Medium,2026-03-22,2026-03-28,2026-03-30,True,False,17,33.9,73.5,3.0,Devon Jackson,Sales,Account Manager,2024-03-31,13.3,EMP0008,Delhi
TASK00594,EMP0082,Sales,Meeting,High,2025-09-22,2025-10-03,2025-10-07,True,False,3,5.7,96.3,2.0,Theresa Robinson,Sales,Sales Rep,2024-04-17,13.3,EMP0001,Mumbai
TASK00595,EMP0198,Support,Documentation,Low,2025-10-18,2025-10-25,2025-10-24,True,True,26,33.3,74.2,4.0,Jennifer Moody,Support,Support Agent,2026-04-13,5.0,EMP0001,Remote
TASK00596,EMP0172,Finance,Training,Low,2025-12-31,2026-01-03,2026-01-05,True,False,40,39.8,66.8,2.0,Denise Medina,Finance,Accountant,2022-08-13,4.9,EMP0020,Bangalore
TASK00597,EMP0200,Engineering,Training,Low,2025-08-21,2025-08-24,2025-08-25,True,False,10,9.6,76.3,2.0,Ashley Lopez,Engineering,Tech Lead,2023-11-18,12.6,EMP0016,Delhi
TASK00598,EMP0033,Finance,Training,Medium,2025-07-07,2025-07-20,2025-07-20,True,True,22,13.2,74.0,1.0,Lori Hernandez,Finance,Accountant,2021-12-06,7.6,EMP0004,Delhi
TASK00599,EMP0155,Support,Client Call,Low,2025-05-25,2025-06-08,2025-06-06,True,True,22,40.0,85.8,4.0,Kimberly Krueger,Support,Customer Success,2025-06-09,5.9,EMP0018,Remote
TASK00600,EMP0051,Finance,Code Review,Medium,2026-02-02,2026-02-14,,False,False,19,0.0,0.0,,Lisa Sutton,Finance,Analyst,2022-05-10,1.2,EMP0018,Bangalore
TASK00601,EMP0146,Support,Documentation,High,2025-08-13,2025-08-15,2025-08-14,True,True,19,26.8,91.9,5.0,Erica Wise,Support,Customer Success,2026-02-17,4.4,EMP0008,Bangalore
TASK00602,EMP0117,Finance,Report,Low,2025-06-19,2025-06-30,2025-06-29,True,True,32,22.4,81.4,3.0,Gregory Christensen,Finance,Analyst,2022-01-23,2.5,EMP0008,Hyderabad
TASK00603,EMP0116,Support,Bug Fix,Low,2025-07-26,2025-08-02,2025-08-02,True,True,12,9.5,80.7,4.0,Colleen Olsen,Support,Support Lead,2024-05-31,3.9,EMP0011,Delhi
TASK00604,EMP0077,Engineering,Documentation,High,2025-09-09,2025-09-10,,False,False,28,0.0,0.0,,Matthew Pitts,Engineering,Junior Dev,2025-08-03,1.6,EMP0005,Remote
TASK00605,EMP0046,Sales,Report,High,2025-05-10,2025-05-14,2025-05-13,True,True,13,24.6,84.2,5.0,Andrew Reed Jr.,Sales,Sales Rep,2022-04-27,1.9,EMP0014,Delhi
TASK00606,EMP0073,Support,Bug Fix,Medium,2026-03-12,2026-03-18,2026-03-19,True,False,29,32.1,68.4,5.0,Courtney Reyes,Support,Customer Success,2023-02-03,12.9,EMP0017,Hyderabad
TASK00607,EMP0154,HR,Training,High,2025-06-03,2025-06-10,2025-06-14,True,False,38,52.8,70.6,1.0,Eileen Burns,HR,HR Coordinator,2021-06-08,6.4,EMP0008,Delhi
TASK00608,EMP0073,Support,Client Call,Medium,2025-07-09,2025-07-17,2025-07-15,True,True,17,21.7,77.0,1.0,Courtney Reyes,Support,Customer Success,2023-02-03,12.9,EMP0017,Hyderabad
TASK00609,EMP0112,HR,Client Call,Medium,2025-12-03,2025-12-12,2025-12-10,True,True,14,13.1,89.8,3.0,Dominique Perez,HR,HR Manager,2023-01-31,9.4,EMP0017,Hyderabad
TASK00610,EMP0137,HR,Bug Fix,High,2025-06-12,2025-06-17,2025-06-21,True,False,20,28.4,86.1,5.0,Paul Baker,HR,HR Coordinator,2023-04-25,8.9,EMP0010,Remote
TASK00611,EMP0092,Finance,Feature Dev,Critical,2026-03-10,2026-03-18,2026-03-23,True,False,7,11.1,64.6,2.0,Bryce Valentine,Finance,Analyst,2021-09-30,6.1,EMP0019,Mumbai
TASK00612,EMP0146,Support,Bug Fix,High,2025-12-02,2025-12-14,2025-12-18,True,False,28,27.6,65.4,2.0,Erica Wise,Support,Customer Success,2026-02-17,4.4,EMP0008,Bangalore
TASK00613,EMP0044,Support,Feature Dev,Medium,2026-01-03,2026-01-15,,False,False,31,0.0,0.0,,Debbie Gordon,Support,Support Lead,2025-03-03,3.6,EMP0005,Remote
TASK00614,EMP0146,Support,Report,Low,2025-09-29,2025-10-11,2025-10-11,True,True,9,5.7,83.0,3.0,Erica Wise,Support,Customer Success,2026-02-17,4.4,EMP0008,Bangalore
TASK00615,EMP0055,Marketing,Bug Fix,Low,2026-02-28,2026-03-12,2026-03-12,True,True,26,34.5,87.9,2.0,Pamela Powell,Marketing,Marketing Manager,2025-02-16,14.4,EMP0018,Hyderabad
TASK00616,EMP0153,Support,Code Review,Critical,2025-12-19,2025-12-29,2025-12-29,True,True,12,21.6,79.1,1.0,James Johnson,Support,Customer Success,2022-11-28,7.6,EMP0001,Bangalore
TASK00617,EMP0161,Finance,Feature Dev,Medium,2026-02-18,2026-02-23,2026-02-28,True,False,20,28.8,81.4,2.0,Jessica Scott,Finance,Accountant,2021-09-12,14.7,EMP0007,Delhi
TASK00618,EMP0082,Sales,Report,Critical,2026-04-05,2026-04-06,2026-04-08,True,False,2,2.4,79.9,5.0,Theresa Robinson,Sales,Sales Rep,2024-04-17,13.3,EMP0001,Mumbai
TASK00619,EMP0006,Marketing,Documentation,High,2025-12-12,2025-12-22,,False,False,17,0.0,0.0,,Paula White,Marketing,Marketing Manager,2023-08-11,4.5,EMP0001,Mumbai
TASK00620,EMP0043,Engineering,Bug Fix,Medium,2025-09-07,2025-09-15,2025-09-20,True,False,7,9.8,67.3,2.0,Melinda Zuniga,Engineering,Senior Dev,2023-04-19,1.5,EMP0008,Delhi
TASK00621,EMP0076,Sales,Bug Fix,High,2025-04-18,2025-04-23,2025-04-24,True,False,5,3.9,85.5,3.0,Brianna Black,Sales,Sales Lead,2024-03-04,6.9,EMP0014,Remote
TASK00622,EMP0113,Finance,Bug Fix,Low,2025-12-16,2025-12-30,2026-01-01,True,False,23,43.3,76.9,1.0,Carl Webb,Finance,Accountant,2025-10-13,13.5,EMP0016,Hyderabad
TASK00623,EMP0063,Finance,Training,Medium,2025-08-25,2025-08-28,2025-08-30,True,False,40,54.3,92.9,2.0,Brianna Smith,Finance,Accountant,2023-07-07,14.1,EMP0007,Delhi
TASK00624,EMP0002,Sales,Testing,Critical,2025-07-31,2025-08-12,2025-08-10,True,True,7,11.6,94.6,3.0,Anthony Reed,Sales,Sales Rep,2022-02-09,11.2,EMP0018,Bangalore
TASK00625,EMP0131,Support,Report,High,2026-02-08,2026-02-22,2026-02-26,True,False,37,22.1,78.3,2.0,Robin Jones,Support,Customer Success,2023-05-11,1.3,EMP0012,Mumbai
TASK00626,EMP0113,Finance,Documentation,Low,2025-08-15,2025-08-29,2025-09-02,True,False,35,28.5,78.3,5.0,Carl Webb,Finance,Accountant,2025-10-13,13.5,EMP0016,Hyderabad
TASK00627,EMP0183,Finance,Meeting,Low,2026-01-06,2026-01-16,2026-01-15,True,True,32,50.8,99.4,4.0,Jamie Cohen,Finance,Finance Manager,2021-12-07,7.7,EMP0003,Remote
TASK00628,EMP0085,Engineering,Report,Medium,2025-06-16,2025-06-22,2025-06-25,True,False,10,14.2,75.2,5.0,Natalie Rice,Engineering,Senior Dev,2025-09-12,3.7,EMP0015,Delhi
TASK00629,EMP0092,Finance,Documentation,High,2025-11-24,2025-12-02,2025-12-02,True,True,16,25.0,70.8,1.0,Bryce Valentine,Finance,Analyst,2021-09-30,6.1,EMP0019,Mumbai
TASK00630,EMP0118,Support,Client Call,Low,2026-03-02,2026-03-10,2026-03-09,True,True,15,25.5,94.7,4.0,George Meadows,Support,Support Agent,2025-07-12,10.7,EMP0003,Hyderabad
TASK00631,EMP0043,Engineering,Meeting,Low,2025-05-02,2025-05-08,2025-05-09,True,False,2,2.9,90.2,3.0,Melinda Zuniga,Engineering,Senior Dev,2023-04-19,1.5,EMP0008,Delhi
TASK00632,EMP0042,Engineering,Testing,High,2025-04-27,2025-05-02,2025-05-05,True,False,2,1.3,77.7,3.0,Elizabeth Hayes,Engineering,Tech Lead,2024-12-22,9.7,EMP0008,Bangalore
TASK00633,EMP0178,Support,Testing,Medium,2025-04-16,2025-04-26,2025-04-24,True,True,13,10.3,61.9,4.0,Thomas Hernandez,Support,Support Agent,2025-01-27,13.9,EMP0019,Mumbai
TASK00634,EMP0089,Engineering,Report,Critical,2025-12-06,2025-12-19,2025-12-19,True,True,32,23.5,63.1,5.0,Gwendolyn Munoz,Engineering,Junior Dev,2023-08-28,13.2,EMP0009,Mumbai
TASK00635,EMP0097,HR,Meeting,High,2025-12-05,2025-12-13,2025-12-17,True,False,5,8.8,79.6,5.0,Patrick Wright,HR,Recruiter,2023-04-03,6.4,EMP0013,Delhi
TASK00636,EMP0018,Support,Testing,High,2025-09-27,2025-10-03,2025-10-01,True,True,15,20.5,88.6,3.0,Sarah Mann,Support,Support Lead,2023-06-05,12.7,EMP0002,Mumbai
TASK00637,EMP0188,Sales,Training,Low,2025-05-29,2025-06-01,2025-05-30,True,True,23,45.4,84.8,2.0,Robert Love,Sales,Sales Lead,2022-11-26,6.8,EMP0016,Bangalore
TASK00638,EMP0161,Finance,Testing,Medium,2026-01-11,2026-01-18,2026-01-17,True,True,21,32.7,72.7,1.0,Jessica Scott,Finance,Accountant,2021-09-12,14.7,EMP0007,Delhi
TASK00639,EMP0131,Support,Meeting,Low,2025-10-27,2025-10-29,2025-10-30,True,False,25,29.4,81.4,2.0,Robin Jones,Support,Customer Success,2023-05-11,1.3,EMP0012,Mumbai
TASK00640,EMP0019,Engineering,Report,Medium,2025-05-07,2025-05-10,2025-05-08,True,True,14,26.2,79.6,5.0,Christopher Lester,Engineering,Senior Dev,2024-07-20,6.3,EMP0003,Mumbai
TASK00641,EMP0035,Engineering,Documentation,Low,2026-01-27,2026-02-04,,False,False,11,0.0,0.0,,Isabel Williams,Engineering,Tech Lead,2024-10-23,7.5,EMP0003,Remote
TASK00642,EMP0084,HR,Feature Dev,Medium,2025-04-26,2025-05-04,2025-05-06,True,False,22,15.7,59.9,5.0,Rachel Huang,HR,HR Coordinator,2025-07-18,11.9,EMP0004,Hyderabad
TASK00643,EMP0038,Finance,Training,Medium,2026-03-03,2026-03-06,2026-03-04,True,True,31,33.5,100.0,1.0,Matthew Hughes,Finance,Finance Manager,2025-03-08,10.5,EMP0010,Hyderabad
TASK00644,EMP0023,Finance,Bug Fix,Low,2025-07-19,2025-07-20,2025-07-20,True,True,23,27.6,68.6,1.0,Matthew Fisher,Finance,Accountant,2026-01-31,5.7,EMP0005,Remote
TASK00645,EMP0031,Support,Documentation,Medium,2025-05-22,2025-06-02,2025-05-31,True,True,38,62.2,80.0,3.0,Laura Ibarra,Support,Customer Success,2026-03-02,9.3,EMP0005,Delhi
TASK00646,EMP0149,HR,Meeting,Low,2026-03-05,2026-03-10,2026-03-13,True,False,30,45.2,85.4,2.0,Amber Nelson,HR,HR Coordinator,2022-12-28,7.6,EMP0012,Delhi
TASK00647,EMP0200,Engineering,Training,Low,2025-07-07,2025-07-09,2025-07-08,True,True,15,19.7,61.9,3.0,Ashley Lopez,Engineering,Tech Lead,2023-11-18,12.6,EMP0016,Delhi
TASK00648,EMP0153,Support,Testing,Low,2025-04-20,2025-05-02,2025-05-03,True,False,12,7.3,65.7,5.0,James Johnson,Support,Customer Success,2022-11-28,7.6,EMP0001,Bangalore
TASK00649,EMP0179,Marketing,Feature Dev,Medium,2025-04-28,2025-05-01,2025-04-29,True,True,8,8.6,73.2,4.0,Justin White,Marketing,Content Writer,2023-03-29,8.4,EMP0005,Delhi
TASK00650,EMP0090,Finance,Documentation,Medium,2025-07-30,2025-08-11,2025-08-16,True,False,24,23.2,98.1,5.0,Joann Sanders,Finance,Accountant,2023-07-16,1.1,EMP0020,Hyderabad
TASK00651,EMP0105,Sales,Report,Low,2025-10-13,2025-10-26,2025-10-26,True,True,7,12.0,77.2,1.0,James Singh,Sales,Sales Rep,2021-10-17,1.2,EMP0016,Remote
TASK00652,EMP0157,HR,Documentation,Medium,2025-04-30,2025-05-11,2025-05-16,True,False,32,27.1,74.7,2.0,James Garza,HR,Recruiter,2023-07-31,7.1,EMP0010,Delhi
TASK00653,EMP0038,Finance,Testing,High,2025-12-30,2026-01-09,2026-01-12,True,False,27,20.9,76.7,3.0,Matthew Hughes,Finance,Finance Manager,2025-03-08,10.5,EMP0010,Hyderabad
TASK00654,EMP0074,HR,Code Review,Medium,2025-05-29,2025-05-30,2025-05-30,True,True,24,29.2,76.9,3.0,Sheena Chandler,HR,HR Coordinator,2024-05-03,1.8,EMP0014,Delhi
TASK00655,EMP0085,Engineering,Feature Dev,High,2025-08-23,2025-09-02,2025-09-01,True,True,27,46.6,83.8,3.0,Natalie Rice,Engineering,Senior Dev,2025-09-12,3.7,EMP0015,Delhi
TASK00656,EMP0061,Engineering,Documentation,Medium,2025-05-15,2025-05-17,2025-05-22,True,False,27,37.4,81.6,5.0,Maria Rodriguez,Engineering,Tech Lead,2024-02-04,4.1,EMP0020,Bangalore
TASK00657,EMP0171,Finance,Feature Dev,Low,2025-09-23,2025-09-26,,False,False,26,0.0,0.0,,Amy Woodward,Finance,Accountant,2024-05-08,7.0,EMP0015,Delhi
TASK00658,EMP0038,Finance,Testing,Medium,2025-08-22,2025-09-05,2025-09-09,True,False,29,39.2,79.1,5.0,Matthew Hughes,Finance,Finance Manager,2025-03-08,10.5,EMP0010,Hyderabad
TASK00659,EMP0152,Support,Feature Dev,Medium,2026-02-09,2026-02-12,2026-02-11,True,True,38,66.7,62.8,5.0,Greg Shah,Support,Support Lead,2024-12-02,7.6,EMP0008,Hyderabad
TASK00660,EMP0082,Sales,Client Call,Medium,2026-03-22,2026-03-28,2026-04-02,True,False,13,12.5,87.8,1.0,Theresa Robinson,Sales,Sales Rep,2024-04-17,13.3,EMP0001,Mumbai
TASK00661,EMP0089,Engineering,Bug Fix,Medium,2025-08-12,2025-08-23,2025-08-27,True,False,22,27.3,87.9,1.0,Gwendolyn Munoz,Engineering,Junior Dev,2023-08-28,13.2,EMP0009,Mumbai
TASK00662,EMP0181,Support,Code Review,Low,2025-05-03,2025-05-06,,False,False,2,0.0,0.0,,Joanne Hall,Support,Customer Success,2021-11-21,13.9,EMP0015,Bangalore
TASK00663,EMP0098,Finance,Documentation,Medium,2026-01-05,2026-01-13,2026-01-17,True,False,38,44.5,88.5,3.0,Angela Aguilar,Finance,Analyst,2022-06-15,3.3,EMP0013,Mumbai
TASK00664,EMP0052,Engineering,Client Call,Low,2025-10-21,2025-11-03,,False,False,21,0.0,0.0,,Patrick Mercer,Engineering,Junior Dev,2021-08-27,2.9,EMP0016,Hyderabad
TASK00665,EMP0047,Marketing,Bug Fix,High,2025-04-20,2025-04-26,,False,False,39,0.0,0.0,,Christopher Conley,Marketing,SEO Specialist,2022-11-08,7.3,EMP0002,Bangalore
TASK00666,EMP0060,Finance,Training,Medium,2026-03-02,2026-03-11,2026-03-11,True,True,20,11.9,71.7,1.0,Phillip Cummings,Finance,Analyst,2025-05-31,10.3,EMP0008,Hyderabad
TASK00667,EMP0102,Finance,Bug Fix,Low,2025-06-03,2025-06-12,2025-06-15,True,False,9,16.1,87.0,2.0,Kimberly Brown,Finance,Accountant,2022-08-11,12.0,EMP0006,Bangalore
TASK00668,EMP0063,Finance,Client Call,Medium,2025-11-18,2025-11-28,2025-12-01,True,False,26,28.8,100.0,5.0,Brianna Smith,Finance,Accountant,2023-07-07,14.1,EMP0007,Delhi
TASK00669,EMP0054,Engineering,Testing,Low,2026-04-05,2026-04-08,2026-04-09,True,False,37,39.8,70.4,4.0,Melissa Lang,Engineering,Senior Dev,2026-02-22,4.3,EMP0015,Delhi
TASK00670,EMP0026,Engineering,Bug Fix,Low,2026-03-31,2026-04-14,2026-04-14,True,True,2,1.2,62.9,2.0,Calvin Kane,Engineering,Senior Dev,2023-09-23,6.0,EMP0015,Remote
TASK00671,EMP0196,HR,Client Call,High,2025-07-26,2025-08-03,2025-08-03,True,True,7,4.9,91.7,4.0,Lisa Martinez,HR,Recruiter,2022-06-20,2.4,EMP0010,Hyderabad
TASK00672,EMP0076,Sales,Client Call,High,2025-05-06,2025-05-18,2025-05-22,True,False,13,15.4,92.3,5.0,Brianna Black,Sales,Sales Lead,2024-03-04,6.9,EMP0014,Remote
TASK00673,EMP0183,Finance,Report,High,2025-07-02,2025-07-09,2025-07-09,True,True,29,40.8,76.6,2.0,Jamie Cohen,Finance,Finance Manager,2021-12-07,7.7,EMP0003,Remote
TASK00674,EMP0199,Marketing,Report,High,2025-07-20,2025-07-25,2025-07-28,True,False,4,7.9,84.1,3.0,Kimberly King,Marketing,Content Writer,2025-07-24,3.8,EMP0004,Hyderabad
TASK00675,EMP0137,HR,Code Review,Low,2026-03-14,2026-03-22,,False,False,7,0.0,0.0,,Paul Baker,HR,HR Coordinator,2023-04-25,8.9,EMP0010,Remote
TASK00676,EMP0051,Finance,Report,High,2025-12-27,2026-01-05,,False,False,19,0.0,0.0,,Lisa Sutton,Finance,Analyst,2022-05-10,1.2,EMP0018,Bangalore
TASK00677,EMP0200,Engineering,Documentation,Medium,2025-06-24,2025-07-03,,False,False,7,0.0,0.0,,Ashley Lopez,Engineering,Tech Lead,2023-11-18,12.6,EMP0016,Delhi
TASK00678,EMP0014,HR,Meeting,Medium,2025-12-11,2025-12-23,2025-12-22,True,True,36,61.1,93.1,5.0,Kathryn Perez,HR,HR Manager,2023-11-12,9.7,EMP0012,Mumbai
TASK00679,EMP0194,Marketing,Report,Low,2025-05-20,2025-05-26,2025-05-24,True,True,32,37.8,91.9,5.0,Jennifer Cain,Marketing,SEO Specialist,2024-03-15,1.3,EMP0017,Delhi
TASK00680,EMP0144,Support,Meeting,High,2025-07-10,2025-07-17,2025-07-19,True,False,20,15.0,95.0,5.0,John Duncan,Support,Support Agent,2021-08-27,6.8,EMP0017,Delhi
TASK00681,EMP0057,Support,Meeting,Low,2025-08-20,2025-08-31,2025-08-31,True,True,38,21.9,81.6,5.0,Scott Harper,Support,Customer Success,2023-04-07,1.4,EMP0011,Bangalore
TASK00682,EMP0129,HR,Meeting,Low,2025-06-17,2025-06-25,2025-06-24,True,True,19,16.7,77.9,3.0,Shane Barnes,HR,HR Manager,2022-12-09,11.5,EMP0013,Delhi
TASK00683,EMP0091,HR,Report,High,2025-07-17,2025-07-18,2025-07-18,True,True,39,62.7,96.4,3.0,Heather Wright,HR,Recruiter,2022-09-23,11.9,EMP0014,Remote
TASK00684,EMP0129,HR,Training,High,2025-11-08,2025-11-13,2025-11-14,True,False,33,25.5,82.0,1.0,Shane Barnes,HR,HR Manager,2022-12-09,11.5,EMP0013,Delhi
TASK00685,EMP0034,HR,Code Review,Medium,2025-10-07,2025-10-09,,False,False,40,0.0,0.0,,Jeffery Griffith,HR,HR Coordinator,2023-08-25,1.3,EMP0019,Bangalore
TASK00686,EMP0195,Finance,Documentation,High,2025-07-31,2025-08-13,,False,False,26,0.0,0.0,,Andrea Davidson,Finance,Accountant,2023-12-10,9.6,EMP0002,Mumbai
TASK00687,EMP0144,Support,Testing,Medium,2025-05-11,2025-05-23,2025-05-24,True,False,38,60.9,79.3,1.0,John Duncan,Support,Support Agent,2021-08-27,6.8,EMP0017,Delhi
TASK00688,EMP0050,Sales,Report,Medium,2025-10-14,2025-10-27,2025-10-25,True,True,12,14.4,99.6,3.0,Jennifer Lee,Sales,Account Manager,2025-03-31,7.2,EMP0003,Hyderabad
TASK00689,EMP0112,HR,Client Call,Medium,2026-04-15,2026-04-28,,False,False,16,0.0,0.0,,Dominique Perez,HR,HR Manager,2023-01-31,9.4,EMP0017,Hyderabad
TASK00690,EMP0028,Support,Bug Fix,Medium,2025-06-28,2025-07-05,2025-07-05,True,True,35,63.2,72.8,3.0,Michelle Goodwin,Support,Customer Success,2021-09-04,11.4,EMP0011,Bangalore
TASK00691,EMP0176,Support,Bug Fix,Critical,2026-03-20,2026-03-28,2026-03-31,True,False,35,53.4,81.8,1.0,William Fox,Support,Customer Success,2024-04-15,7.3,EMP0002,Mumbai
TASK00692,EMP0042,Engineering,Meeting,Critical,2026-03-06,2026-03-17,2026-03-21,True,False,19,19.0,76.1,1.0,Elizabeth Hayes,Engineering,Tech Lead,2024-12-22,9.7,EMP0008,Bangalore
TASK00693,EMP0058,Engineering,Training,Low,2025-07-17,2025-07-27,2025-07-28,True,False,39,64.6,82.5,3.0,Benjamin Buchanan,Engineering,Tech Lead,2024-02-09,7.4,EMP0017,Mumbai
TASK00694,EMP0167,Engineering,Bug Fix,Medium,2025-12-16,2025-12-19,2025-12-17,True,True,2,3.5,95.7,4.0,Melissa Williams,Engineering,Junior Dev,2023-03-17,6.3,EMP0003,Remote
TASK00695,EMP0183,Finance,Meeting,Low,2025-07-12,2025-07-14,2025-07-17,True,False,16,25.4,70.1,2.0,Jamie Cohen,Finance,Finance Manager,2021-12-07,7.7,EMP0003,Remote
TASK00696,EMP0148,Finance,Feature Dev,Low,2026-02-02,2026-02-12,2026-02-13,True,False,40,58.3,78.5,1.0,John Johnson,Finance,Finance Manager,2023-12-08,6.0,EMP0001,Hyderabad
TASK00697,EMP0110,Engineering,Meeting,High,2025-08-22,2025-08-25,2025-08-25,True,True,9,13.9,85.5,3.0,Mary Richards,Engineering,Tech Lead,2026-04-14,4.1,EMP0004,Hyderabad
TASK00698,EMP0012,Finance,Testing,Medium,2025-08-18,2025-08-20,2025-08-22,True,False,29,44.6,91.0,3.0,Leslie Ramos,Finance,Analyst,2022-07-08,10.7,EMP0002,Mumbai
TASK00699,EMP0128,Engineering,Bug Fix,Low,2026-02-04,2026-02-06,2026-02-05,True,True,26,28.2,70.5,3.0,Jennifer Perez,Engineering,Senior Dev,2025-09-24,6.0,EMP0007,Hyderabad
TASK00700,EMP0109,Sales,Documentation,Critical,2025-10-07,2025-10-12,2025-10-11,True,True,33,65.0,80.2,5.0,Scott Ewing,Sales,Sales Rep,2022-04-09,12.2,EMP0017,Hyderabad
TASK00701,EMP0140,Support,Documentation,Medium,2025-11-28,2025-12-09,2025-12-09,True,True,36,59.5,72.9,5.0,Andrew Jackson,Support,Support Lead,2023-02-22,12.8,EMP0020,Bangalore
TASK00702,EMP0066,Engineering,Meeting,Medium,2026-04-03,2026-04-11,2026-04-10,True,True,4,2.4,80.1,4.0,Miguel Jimenez,Engineering,Junior Dev,2025-01-20,8.3,EMP0017,Delhi
